ein,elf,tax_pd,subseccd,s501c3or4947a1cd,schdbind,politicalactvtscd,lbbyingactvtscd,subjto6033cd,dnradvisedfundscd,prptyintrcvdcd,maintwrkofartcd,crcounselingqstncd,hldassetsintermpermcd,rptlndbldgeqptcd,rptinvstothsecd,rptinvstprgrelcd,rptothasstcd,rptothliabcd,sepcnsldtfinstmtcd,sepindaudfinstmtcd,inclinfinstmtcd,operateschools170cd,frgnofficecd,frgnrevexpnscd,frgngrntscd,frgnaggragrntscd,rptprofndrsngfeescd,rptincfnndrsngcd,rptincgamingcd,operatehosptlcd,hospaudfinstmtcd,rptgrntstogovtcd,rptgrntstoindvcd,rptyestocompnstncd,txexmptbndcd,invstproceedscd,maintescrwaccntcd,actonbehalfcd,engageexcessbnftcd,awarexcessbnftcd,loantofficercd,grantoofficercd,dirbusnreltdcd,fmlybusnreltdcd,servasofficercd,recvnoncashcd,recvartcd,ceaseoperationscd,sellorexchcd,ownsepentcd,reltdorgcd,intincntrlcd,orgtrnsfrcd,conduct5percentcd,compltschocd,f1096cnt,fw2gcnt,wthldngrulescd,noemplyeesw3cnt,filerqrdrtnscd,unrelbusinccd,filedf990tcd,frgnacctcd,prohibtdtxshltrcd,prtynotifyorgcd,filedf8886tcd,solicitcntrbcd,exprstmntcd,providegoodscd,notfydnrvalcd,filedf8282cd,f8282cnt,fndsrcvdcd,premiumspaidcd,filedf8899cd,filedf1098ccd,excbushldngscd,s4966distribcd,distribtodonorcd,initiationfees,grsrcptspublicuse,grsincmembers,grsincother,filedlieuf1041cd,txexmptint,qualhlthplncd,qualhlthreqmntn,qualhlthonhnd,rcvdpdtngcd,filedf720cd,totreprtabled,totcomprelatede,totestcompf,noindiv100kcnt,nocontractor100kcnt,totcntrbgfts,prgmservcode2acd,totrev2acola,prgmservcode2bcd,totrev2bcola,prgmservcode2ccd,totrev2ccola,prgmservcode2dcd,totrev2dcola,prgmservcode2ecd,totrev2ecola,totrev2fcola,totprgmrevnue,invstmntinc,txexmptbndsproceeds,royaltsinc,grsrntsreal,grsrntsprsnl,rntlexpnsreal,rntlexpnsprsnl,rntlincreal,rntlincprsnl,netrntlinc,grsalesecur,grsalesothr,cstbasisecur,cstbasisothr,gnlsecur,gnlsothr,netgnls,grsincfndrsng,lessdirfndrsng,netincfndrsng,grsincgaming,lessdirgaming,netincgaming,grsalesinvent,lesscstofgoods,netincsales,miscrev11acd,miscrevtota,miscrev11bcd,miscrevtot11b,miscrev11ccd,miscrevtot11c,miscrevtot11d,miscrevtot11e,totrevenue,grntstogovt,grnsttoindiv,grntstofrgngovt,benifitsmembrs,compnsatncurrofcr,compnsatnandothr,othrsalwages,pensionplancontrb,othremplyeebenef,payrolltx,feesforsrvcmgmt,legalfees,accntingfees,feesforsrvclobby,profndraising,feesforsrvcinvstmgmt,feesforsrvcothr,advrtpromo,officexpns,infotech,royaltsexpns,occupancy,travel,travelofpublicoffcl,converconventmtng,interestamt,pymtoaffiliates,deprcatndepletn,insurance,othrexpnsa,othrexpnsb,othrexpnsc,othrexpnsd,othrexpnse,othrexpnsf,totfuncexpns,nonintcashend,svngstempinvend,pldgegrntrcvblend,accntsrcvblend,currfrmrcvblend,rcvbldisqualend,notesloansrcvblend,invntriesalesend,prepaidexpnsend,lndbldgsequipend,invstmntsend,invstmntsothrend,invstmntsprgmend,intangibleassetsend,othrassetsend,totassetsend,accntspayableend,grntspayableend,deferedrevnuend,txexmptbndsend,escrwaccntliabend,paybletoffcrsend,secrdmrtgsend,unsecurednotesend,othrliabend,totliabend,unrstrctnetasstsend,temprstrctnetasstsend,permrstrctnetasstsend,capitalstktrstend,paidinsurplusend,retainedearnend,totnetassetend,totnetliabastend,nonpfrea,totnooforgscnt,totsupport,gftgrntsrcvd170,txrevnuelevied170,srvcsval170,pubsuppsubtot170,exceeds2pct170,pubsupplesspct170,samepubsuppsubtot170,grsinc170,netincunreltd170,othrinc170,totsupp170,grsrcptsrelated170,totgftgrntrcvd509,grsrcptsadmissn509,grsrcptsactivities509,txrevnuelevied509,srvcsval509,pubsuppsubtot509,rcvdfrmdisqualsub509,exceeds1pct509,subtotpub509,pubsupplesub509,samepubsuppsubtot509,grsinc509,unreltxincls511tx509,subtotsuppinc509,netincunrelatd509,othrinc509,totsupp509
340220540,E,201412,8,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,8755,0,Y,37,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,788559,0,65462,4,3,0,524292,33029761,524292,180602,524292,98611,0,0,0,0,0,33308974,40429534,0,0,0,0,0,0,0,0,0,29123680,0,29102514,0,21166,0,21166,0,0,0,0,0,0,9692,5762,3930,900099,21008,0,0,0,0,0,21008,73784612,335259,243125,0,45340848,740192,0,1114916,61846,278645,143560,0,34100,89982,0,0,0,332612,182558,0,0,0,315847,96770,0,237007,0,0,276545,35066,14984000,1233154,915854,820954,0,1863290,69676130,10434,22926304,0,0,0,0,2396,0,0,5703661,726701850,3108993,0,0,22807227,781260865,2604417,0,0,0,0,0,0,0,686112444,688716861,0,0,0,0,0,92544004,92544004,781260865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954523231,E,201502,4,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,148,0,Y,56,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,3103873,0,606931,30,7,150000,900099,608502,0,0,0,0,0,0,0,0,0,608502,-54615,0,5000,2085329,0,962940,0,1122389,0,1122389,948948,56218658,0,40747039,948948,15471619,16420567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18251843,20490827,2065972,0,0,2132168,39636,6095479,796388,938033,479114,0,90507,133510,0,0,3468755,649223,0,189047,127860,0,113886,272896,0,0,0,0,143788,151613,779879,747451,685651,58118,0,115123,40764924,8272,3705030,0,1136908,0,0,0,0,520691,31081570,0,739663606,4451794,0,407126,780974997,2098546,14414293,0,0,0,0,0,0,0,16512839,764462158,0,0,0,0,0,764462158,780974997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350987917,E,201412,14,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,10490,0,Y,220,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,2115975,0,415984,12,26,0,522130,19139743,522130,4383262,522130,2961681,522130,401267,522130,213350,1384128,28483431,2675292,0,0,4200,0,4642,0,-442,0,-442,0,242244,0,0,0,242244,242244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102260,102260,31502785,45000,0,0,0,1997613,0,6733836,628635,1663343,641224,0,82562,180519,0,0,0,0,705633,1090161,2203604,0,949225,131426,0,43616,1145790,0,1127684,118066,2336499,558859,316013,292000,0,1324858,24316166,7712504,50447057,0,2275768,1043182,0,518804256,0,501034,12736793,175576788,4157600,0,0,7301873,780556855,2555583,0,0,0,0,0,2787134,0,3830781,9173498,0,0,0,669249054,31071400,71062903,771383357,780556855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366066988,E,201412,9,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,13325,0,Y,77,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,670465,1024493,399961,5,19,0,900099,373013359,900099,14065258,900099,8616051,900099,1263013,0,0,0,396957681,12616176,0,0,0,0,0,0,0,0,0,627704116,0,625527358,0,2176758,0,2176758,0,0,0,0,0,0,0,0,0,900099,115786,0,0,0,0,0,115786,411866401,0,0,0,381561831,292515,0,4089883,888424,697182,330590,0,204630,209206,0,0,863181,4898425,0,1018494,469700,0,315154,0,0,204552,0,0,177617,100436,31581,0,0,0,0,0,396353401,15335579,38511117,0,36973217,0,0,0,0,486001,767216,399411545,281269872,0,0,1595440,774349987,1343925,0,2705130,0,0,0,0,0,12478984,16528039,0,0,0,0,0,757821948,757821948,774349987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952023588,E,201412,14,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,9887,0,Y,288,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,2550077,0,362381,11,23,0,522100,18815666,522100,19886908,0,0,0,0,0,0,0,38702574,2948349,0,0,45874,0,0,0,45874,0,45874,34870,1178921,0,1030459,34870,148462,183332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41880129,30015,0,0,0,2010845,0,11549285,95526,1150447,984179,0,87631,94733,0,0,0,1769911,1314062,2093770,0,0,1838180,156770,0,45013,34627,0,1826783,285399,3363788,1371083,1149423,-2172293,0,396976,29476153,13535781,129281160,0,0,0,0,405113729,0,1140521,23771766,130862454,0,13674928,0,40647918,758028257,11496901,0,0,0,0,0,584251,0,655323312,667404464,0,0,0,0,0,90623793,90623793,758028257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340220540,E,201312,8,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,8459,0,Y,41,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,662752,0,40581,3,3,0,524292,27217144,524292,160971,524292,89793,0,0,0,0,0,27467908,38438650,0,0,0,0,0,0,0,0,0,14163036,0,12519460,0,1643576,0,1643576,0,0,0,0,0,0,11645,6994,4651,900099,3671,0,0,0,0,0,3671,67558456,356364,247250,0,32300122,703333,0,1178786,64316,244346,147707,0,57099,91807,0,0,0,334762,192457,0,0,0,286086,125919,0,268000,0,0,299330,34759,20065171,1304951,847468,791925,0,1771869,61713827,4268,17986592,0,0,0,0,4536,0,0,5874917,707193446,2712117,0,0,22640691,756416567,2101715,0,0,0,0,0,0,0,663254112,665355827,0,0,0,0,0,91060740,91060740,756416567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750813379,E,201412,14,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,21628,0,Y,221,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,3017073,0,0,11,0,0,522100,24032023,522100,5443939,522100,4936811,0,0,0,0,0,34412773,334885,0,0,0,0,0,0,0,0,0,0,375,0,0,0,375,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34748033,0,0,0,0,2877461,0,6766198,498115,1300819,585580,0,200975,112462,0,0,127991,0,433096,214908,2344100,0,402227,0,0,158247,3613495,0,918770,169260,798054,1066070,830234,52171,0,2138649,25608882,44634054,25837964,0,0,0,0,653699840,0,581348,21112010,0,0,2565460,0,7716615,756147291,6947943,0,0,0,0,0,0,0,640826345,647774288,0,0,0,0,0,108373003,108373003,756147291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910576399,E,201412,14,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,13952,0,Y,320,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,2481756,0,157564,11,6,0,522100,19170466,522100,6529553,522100,5699160,0,0,0,0,0,31399179,2068017,0,0,0,0,0,0,0,0,0,36842392,135901,36627578,164165,214814,-28264,186550,0,0,0,0,0,0,0,0,0,522100,-1277476,0,0,0,0,0,-1277476,32376270,130186,4833,0,0,1832954,0,8881221,586706,963443,892890,0,77074,119168,0,0,0,2070655,612173,788828,0,0,1173133,40333,0,353882,1048135,0,1839168,138060,2264535,1673025,1074222,37500,0,507005,27109129,5652262,42921251,0,0,0,0,516402114,0,801336,25620305,112453335,5826133,0,2153956,34969040,746799732,6794683,0,0,0,0,0,0,0,677387165,684181848,0,0,0,0,0,62617884,62617884,746799732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370767435,E,201412,14,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,15748,0,Y,412,Y,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,2085716,0,130246,13,0,0,522100,20664975,522100,9423279,522100,3230361,524298,1216656,522100,375180,0,34910451,1674340,0,0,231554,0,0,0,231554,0,231554,0,1101533,0,1093827,0,7706,7706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36824051,0,0,0,0,2215962,0,10378490,496286,2591034,1046500,0,0,46350,0,0,0,436463,660863,817816,892802,0,2580011,322540,0,0,30400,0,1864954,554532,2598702,1632328,1493984,1098209,0,2265053,34023279,9829464,152775044,0,521592,0,0,384324944,0,3331748,20949481,157903362,0,352267,0,16675586,746663488,2963165,0,0,0,1176203,0,0,0,681054797,685194165,0,0,0,0,0,61469323,61469323,746663488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370767435,E,201312,14,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,16277,0,Y,396,Y,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,1868856,0,115539,12,0,0,522100,21029469,522100,9713303,522100,3126166,524298,1489761,522100,325072,0,35683771,1155993,0,0,148078,0,0,0,148078,0,148078,0,3667187,0,3352423,0,314764,314764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37302606,0,0,0,0,1984395,10365901,0,486729,2676070,1043004,0,0,82975,0,0,0,383387,395927,908543,673569,0,3418186,265259,0,0,20000,0,2004992,615314,3183996,2246221,1377946,1044818,0,2200262,35377494,7760353,259433905,0,311621,0,0,379140095,0,3520538,21579925,55760060,0,1100860,0,17311357,745918714,3385744,0,0,0,850718,0,0,0,683021549,687258011,0,0,0,0,0,58660703,58660703,745918714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510292269,E,201412,25,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,32,0,Y,62,Y,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,2043045,384310,90179,11,5,0,531120,105820419,531120,35650143,0,0,0,0,0,0,0,141470562,53608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141524170,0,0,0,0,2104070,0,3262565,0,1309637,357808,0,632688,131604,0,0,0,0,1018688,176872,0,0,29702119,881,0,0,0,0,30629802,6919777,19011152,5731591,1564160,289246,0,0,102842660,7516747,40860475,0,5177307,0,0,0,0,176406570,515075315,0,0,0,0,0,745036414,24939230,0,420534,0,0,0,0,0,0,25359764,0,0,0,186,419604822,300071642,719676650,745036414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941484851,E,201412,14,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,23975,0,Y,233,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,2277266,0,295031,10,21,0,522130,22241011,522130,6410517,522130,626774,0,0,0,0,0,29278302,682063,0,0,0,0,0,0,0,0,0,907675,1275404,894658,1255800,13017,19604,32621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29992986,0,11500,0,1929591,2047358,0,7470356,614306,1129942,749481,0,167070,123886,0,0,26967,0,306784,3002482,862515,0,1378406,232391,0,23007,536,0,1630769,148856,1533855,660674,628700,123543,0,184912,24987887,8902441,199453459,0,0,0,0,491558699,0,606499,24751465,0,1763233,0,379288,10183541,737598625,7594377,0,0,0,487195,0,0,0,644411998,652493570,0,0,0,0,0,85105055,85105055,737598625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362472059,E,201412,14,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,14194,0,Y,108,Y,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,2082604,0,0,14,0,0,900099,19583130,0,0,0,0,0,0,0,0,0,19583130,197605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900099,3381036,900099,8481641,0,0,0,11862677,31643412,0,0,0,0,2082604,4602238,0,562185,716682,430142,0,15883,106600,0,0,38541,395188,598269,500889,1288771,0,431946,0,0,497811,158735,0,1126786,147818,2828310,2644985,1435385,4730167,0,677229,26017164,9344062,112775537,0,1545014,0,0,589190403,0,1172614,5982542,0,2329931,0,0,5550950,727891053,4736195,0,0,0,0,0,0,0,667851727,672587922,0,0,0,0,0,55303131,55303131,727891053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131922622,E,201403,6,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,505,0,Y,1795,Y,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,49565000,5121000,3400000,317,153,0,711300,294069970,0,0,0,0,0,0,0,0,0,294069970,37208,0,0,0,0,0,0,0,0,0,0,1761,0,0,0,1761,1761,0,0,0,0,0,0,0,0,0,711300,350000,711300,0,0,0,0,350000,294458939,1361929,0,0,0,17916000,4067750,49030932,15905442,9554085,4269641,0,17078483,894355,600784,0,0,10777407,0,723495,4445924,0,6917410,12533475,0,0,37726451,0,8535875,2503939,73436734,9337861,6791163,5634882,0,7863161,307907178,0,86868757,0,36338075,1500000,0,489883928,0,5796656,80217143,0,0,0,0,27132107,727736666,86354682,0,0,0,0,0,793764351,0,589283368,1469402401,0,0,0,0,0,-741665735,-741665735,727736666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250687190,E,201312,8,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,5130,0,Y,25,Y,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,834256,0,169759,4,4,0,524113,103185441,0,0,0,0,0,0,0,0,0,103185441,34477186,0,0,90031,0,0,0,90031,0,90031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137752658,69655,0,0,66052536,586187,0,861443,196861,234086,92233,0,23900,326478,0,0,611749,0,106441,543432,452330,0,64500,127197,0,72091,0,0,21355,17555,54115491,4984249,3099628,346212,0,533778,133539387,2444189,8573939,0,0,0,0,0,0,0,787739,697583921,0,0,0,18233742,727623530,1719500,0,0,0,0,0,0,0,704708192,706427692,0,0,0,0,0,21195838,21195838,727623530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520447180,E,201412,14,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,22685,0,Y,90,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,1871915,0,386854,7,5,0,522100,14371376,525990,1496451,525990,1443428,524298,145167,525990,16381,0,17472803,3797730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21270533,0,0,0,0,2258769,0,3555991,448884,851377,389105,0,10612,72615,0,0,0,313447,703854,1266190,513434,0,975316,24978,0,143266,2711664,0,514142,227820,890008,393603,116252,0,0,166022,16547349,9387103,76333653,0,0,488892,0,304808374,0,0,8970244,291077703,0,0,0,32871383,723937352,6754430,0,0,0,0,0,0,0,0,6754430,0,0,0,622963406,0,94219516,717182922,723937352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351082578,E,201412,14,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,19097,0,Y,247,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,1026305,0,145804,6,9,0,522130,19383334,522130,7343988,522130,1128625,0,0,0,0,0,27855947,3086427,0,0,0,0,0,0,0,0,0,48952802,60978,48813873,5256,138929,55722,194651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31137025,0,0,0,3058871,1026305,0,7733378,740211,1245372,686236,2160,155630,96000,0,0,0,0,901366,3810630,0,0,1181486,0,0,194229,0,0,1396179,137671,2078618,869356,1076216,0,0,227440,26617354,5267759,8246400,0,1033400,0,0,465609757,63767,1468093,19140613,199509397,717920,16575924,0,2403856,720036886,3396541,0,0,0,0,0,0,0,566407,3962948,0,0,0,632090935,32566160,51416843,716073938,720036886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161080163,E,201412,4,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,Y,Y,N,N,Y,203,0,Y,1211,Y,N,N,Y,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,12340385,0,3475926,200,146,0,524114,1356181916,0,0,0,0,0,0,0,0,0,1356181916,10613355,0,0,70311,0,9921,0,60390,0,60390,156796907,411,149726224,365605,7070683,-365194,6705489,0,0,0,0,0,0,0,0,0,541610,57081121,0,0,0,0,0,57081121,1430642271,1948848,0,0,1257009523,14015770,0,67832436,18979628,11358926,5728711,0,462843,295356,178803,0,806200,28117808,4455099,14958081,18765564,0,4180194,500470,0,460376,0,0,27216823,913821,14440253,14063417,6630845,359457,0,6934183,1520613435,0,8678162,0,126474512,0,0,0,0,24373053,47027297,324912980,0,0,2275417,178354361,712095782,87538434,2795,30419265,0,1989356,0,0,0,132151246,252101096,306691641,153303045,0,0,0,0,459994686,712095782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741200165,E,201412,14,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,13213,0,Y,246,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,1680503,0,101204,12,48,0,522100,25710722,522100,10770567,522100,495587,0,0,0,0,0,36976876,3218115,0,0,0,0,0,0,0,0,0,81925,190,0,0,81925,190,82115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40277106,0,0,0,0,767042,0,8608539,-303496,1038892,691409,0,104331,113026,0,0,0,947327,615146,2403458,0,0,1019778,0,0,169941,3582876,0,407054,152545,3347224,3128303,955165,201730,0,102275,28052565,7436660,23032919,0,1240387,0,0,534697929,0,657037,8084688,0,109710690,0,0,24155388,709015698,3590104,0,635389,0,0,0,12000000,0,614464767,630690260,0,0,0,0,0,78325438,78325438,709015698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
