date_formatted,fullvisitorId
3/31/2017,1359203433643099850
3/31/2017,4073087290350520504
3/31/2017,1536646216393137649
3/31/2017,721891882495639240
3/31/2017,7197064953792240571
3/31/2017,0643056650840638331
3/31/2017,1033109279558665953
3/31/2017,8429047276959505685
3/31/2017,3983965728336061599
3/31/2017,6589480886195289514
3/31/2017,0900160777584512213
3/31/2017,6546283055572973329
3/31/2017,4484526632083479870
3/31/2017,2643244443277844785
3/31/2017,7266193482414358293
3/31/2017,9600968888525387931
3/31/2017,3513641975492452389
3/31/2017,9665854080065173386
3/31/2017,1809439722704788929
3/31/2017,2221764456397110843
3/31/2017,071995718713935837
3/31/2017,8564756391072813062
3/31/2017,8300377277023512546
3/31/2017,6382013490659960977
3/31/2017,1676633707539317176
3/31/2017,235594707904808624
3/31/2017,754174930233318767
3/31/2017,0634109180681986966
3/31/2017,4286613749457175022
3/31/2017,6166652970015140337
3/31/2017,0947962751452564665
3/31/2017,921262226728462120
3/31/2017,3437916773464585374
3/31/2017,9280452863960887061
3/31/2017,4350437272709061972
3/31/2017,2560775501473813773
3/31/2017,7749769094473228577
3/31/2017,0772045790974650574
3/31/2017,3096166259258079234
3/31/2017,3496539421028737785
3/31/2017,7453327452731293458
3/31/2017,3384521014443536020
3/31/2017,6036140406260430143
3/31/2017,1326839407300435960
3/31/2017,4357372985414566584
3/31/2017,6334986971375500562
3/31/2017,2251318139559484028
3/31/2017,5627956686706363377
3/31/2017,0125310902763724305
3/31/2017,3006262960434917988
3/31/2017,0853530547828542202
3/31/2017,8895891355517734530
3/31/2017,6371332074441545862
3/31/2017,2841350365765740700
3/31/2017,8909191655090897300
3/31/2017,6583357095697709035
3/31/2017,2321399901277052813
3/31/2017,8733263991637897609
3/31/2017,2145471185371969845
3/31/2017,5276789640820388459
3/31/2017,8915141083811396533
3/31/2017,6622161244934752871
3/31/2017,096019543972051150
3/31/2017,203455690893574289
3/31/2017,0381212454446989174
3/31/2017,8506250188743650544
3/31/2017,8167113814098706599
3/31/2017,8279014799823683250
3/31/2017,2572064615123695773
3/31/2017,8812740200434349469
3/31/2017,7666651628901559445
3/31/2017,8927373284201771039
3/31/2017,33152665977423796
3/31/2017,6026154882268908204
3/31/2017,3399700933548553883
3/31/2017,183564203962479809
3/31/2017,7329917150029709016
3/31/2017,7680782124475251724
3/31/2017,4559307522050369488
3/31/2017,5466607598390752413
3/31/2017,1021664085467744638
3/31/2017,2852970806671449537
3/31/2017,1829800872168444687
3/31/2017,7424675509789230976
3/31/2017,1267131819119102786
3/31/2017,052836844128885284
3/31/2017,5312286344627224844
3/31/2017,1022325043753639706
3/31/2017,2039492680362282609
3/31/2017,2028684764804236796
3/31/2017,1245804428184689063
3/31/2017,7133892081949449628
3/31/2017,878830506571265028
3/31/2017,6889905612489285975
3/31/2017,669849679847748321
3/31/2017,1282133536823618836
3/31/2017,6096077740826519065
3/31/2017,5140674461584620025
3/31/2017,9486465716745529016
3/31/2017,8030189682107580650
3/31/2017,5458331518292149712
3/31/2017,7918187012076348317
3/31/2017,5047714167886005701
3/31/2017,6361291260068667010
3/31/2017,4034236084333414462
3/31/2017,9185744570117912951
3/31/2017,7651898670838724809
3/31/2017,4562457356689687081
3/31/2017,8262578365933879599
3/31/2017,9429062017195567940
3/31/2017,0550849115716473213
3/31/2017,1082867184405836093
3/31/2017,6325377874048923314
3/31/2017,7496611762192388285
3/31/2017,5540777195906981376
3/31/2017,7322801297368519266
3/31/2017,6609320170973852625
3/31/2017,3011787631196741202
3/31/2017,914480641341433631
3/31/2017,897179728220242181
3/31/2017,3462284776081052715
3/31/2017,0393741832416473720
3/31/2017,1315488450539158528
3/31/2017,0297709427597983988
3/31/2017,6727182410031423001
3/31/2017,9739400952832416227
3/31/2017,8100209794989706572
3/31/2017,077256527775300192
3/31/2017,3108099171580990118
3/31/2017,6777448361064461546
3/31/2017,0704594003988268891
3/31/2017,9821670235196432449
3/31/2017,4316757177244269419
3/31/2017,4249955178548031398
3/31/2017,6992134228219746573
3/31/2017,3205007141733853753
3/31/2017,7844292732251138974
3/31/2017,6757769563866849051
3/31/2017,0824154483535063474
3/31/2017,8078265048397098755
3/31/2017,5353926459725764787
3/31/2017,1024368591115019051
3/31/2017,478639122160324274
3/31/2017,9043957822556187520
3/31/2017,3197533100947860058
3/31/2017,4247768412490848119
3/31/2017,041623288546759633
3/31/2017,0428157029943625930
3/31/2017,750486886698112815
3/31/2017,2284810360830910043
3/31/2017,7991148832573382754
3/31/2017,2755803596302366482
3/31/2017,9527806342746363324
3/31/2017,5207768066525150615
3/31/2017,8332841695599617522
3/31/2017,0596172245246629082
3/31/2017,9219185096018019159
3/31/2017,8431341176747482649
3/31/2017,5975216660630976035
3/31/2017,8985120841564572006
3/31/2017,2319417487130397709
3/31/2017,8321911139886385759
3/31/2017,3859301367979559547
3/31/2017,7882053932366964558
3/31/2017,522253600221192254
3/31/2017,7058985215510790864
3/31/2017,5929738754788369972
3/31/2017,4502405955382277826
3/31/2017,9003883307018535247
3/31/2017,5535323681971060601
3/31/2017,7137924127061500750
3/31/2017,4202654523179695589
3/31/2017,991730196324287025
3/31/2017,3502246452759622037
3/31/2017,5853768289275466050
3/31/2017,0103562478886013724
3/31/2017,6362565545487266122
3/31/2017,5846251334917555712
3/31/2017,5538438661349471990
3/31/2017,1030078694568186200
3/31/2017,3420918474608174330
3/31/2017,9564816735981356467
3/31/2017,4995013970880979359
3/31/2017,9417644524907274336
3/31/2017,3223900778699832908
3/31/2017,6354997359386370547
3/31/2017,2945310003490311940
3/31/2017,2953733190161320437
3/31/2017,7290041530133609917
3/31/2017,058565086647447178
3/31/2017,2944570889742952803
3/31/2017,7332637156502579442
3/31/2017,0907468752846819655
3/31/2017,4317208593064002238
3/31/2017,2323984870512577697
3/31/2017,1406503377637848487
3/31/2017,9149779019818179136
3/31/2017,9225109270009209491
3/31/2017,4136430987969689635
3/31/2017,8317503461889828083
3/31/2017,8114553236830662201
3/31/2017,3350296313595447443
3/31/2017,5673414315718812778
3/31/2017,5440333609982811999
3/31/2017,7643620973753660062
3/31/2017,0824839726118485274
3/31/2017,4197467478477281898
3/31/2017,5604298620690015060
3/31/2017,2362394214027387732
3/31/2017,1247678298479702312
3/31/2017,4317165861431191593
3/31/2017,4891464802314452747
3/31/2017,8965883100144042452
3/31/2017,0525884507452512608
3/31/2017,2878294117182282344
3/31/2017,8176734132874928905
3/31/2017,3108144858366447091
3/31/2017,3572828823602689856
3/31/2017,9861477898229991788
3/31/2017,3278688569315722939
3/31/2017,0315831944301508346
3/31/2017,5177710367394267230
3/31/2017,272960785963339173
3/31/2017,6385542677121154975
3/31/2017,9113863804648039159
3/31/2017,1633014538694717000
3/31/2017,3032942433959374811
3/31/2017,1078411339151016710
3/31/2017,7417661523762048253
3/31/2017,846194403431329299
3/31/2017,9915109290896032967
3/31/2017,7228156998152371212
3/31/2017,8683354804825116828
3/31/2017,9604953154009049309
3/31/2017,9271646111007364974
3/31/2017,1861999902642423859
3/31/2017,2448266234129047495
3/31/2017,8489182231134892660
3/31/2017,6385595483054115918
3/31/2017,4581176203390870151
3/31/2017,1170703433438338525
3/31/2017,367887813913560365
3/31/2017,6916248070392512779
3/31/2017,7330717892551662870
3/31/2017,061878381965177227
3/31/2017,8240995853502486630
3/31/2017,0947529000255687721
3/31/2017,6330032848895998547
3/31/2017,0414958879177886093
3/31/2017,8775988614971801206
